cruise,station,cast,sample_name,date_start_UTC,time_start_UTC,date_end_UTC,time_end_UTC,lat_start,lon_start,lat_end,lon_end,depth_bottom,depth_target,depth_TDR,net_max_depth_m,avg_angle,max_wire_out_m,wire_rate_out_m_min,wire_rate_in_m_min,STW_start,SOG_start,STW_end,SOG_end,flowmeter_sn_335,flow_start_335,flow_end_335,tot_flow_counts_335,vol_filtered_m3_335,NOAA_335,DNA_335,flowmeter_sn_150,flow_start_150,flow_end_150,tot_flow_counts_150,vol_filtered_m3_150,morph_ID_150,DNA_150,size_fract_150,taxa_pick_150,size_fract_20,haul_factor_10m2_335,haul_factor_10m2_150,haul_factor_100m3_335,haul_factor_100m3_150,comments,primary_flag,secondary_flag
EN661,L10,7,EN661_L10_B7,05-02-21,01:50:00,05-02-21,02:28:00,39.9396,-70.8898,39.94,-70.9169,440,200,NA,194.4543648,45,275,20,10,1.67,1.67,0.85,0.85,29914,588715,647752,59037,463.5756802,Y,N,29913,505727,561334,55607,436.6423234,N,Y,N,Y,Y,4.194662774,4.453401661,0.215714509,0.229020401,Jelly in both nets (2 in 150 frozen sample with zooplankton) 1 in 335. 1 in EtOh sample. 20 um frozen.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,L11,10,EN661_L11_B10,05-02-21,13:55:00,05-02-21,14:33:00,39.7692,-70.8712,39.7574,-70.8677,1594,200,NA,192.8362829,50,300,20,15,0.87,0.87,1.65,1.65,29914,647742,713571,65829,516.9084379,N,N,29913,561336,623673,62337,489.4882391,N,Y,N,Y,Y,3.730569454,3.939548849,0.19345786,0.204295,Broke the 335 um cod ends = lost sample. Wrong date on label/stickers (210206 instead of 210205). 20 um frozen.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN661,MVCO,14,EN661_MVCO_B14,07-02-21,00:59:00,07-02-21,01:04:00,41.3157,-70.5789,41.3135,-70.579,17,12,NA,12.58005852,33,15,10,10,1.72,1.72,1.9,1.9,29914,738898,744979,6081,47.74977914,Y,N,29913,646855,655530,8675,68.11862096,N,Y,N,Y,Y,2.634579415,1.846787023,2.094250524,1.46802737,20 um frozen.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN668,L1,1,EN668_L1_B1,16-07-21,18:47:00,16-07-21,18:51:00,41.1898,-70.8795,41.188,-70.8788,21,15,NA,16.392,NA,26,10,10,1.83,1.83,1.3,1.3,29914,911698,920053,8355,65.60588796,Y,Y,29913,711685,719703,8018,62.95966603,Y,Y,Y,Y,Y,2.498556229,2.603571625,1.524253434,1.588318463,"Accidentally labeled jars w date ""210717"" wrote over external labels w wax pencil. Externals corrected. ETOH changed at 00:00 on 18JUL and again on 09:00 19JUL.",3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L2,2,EN668_L2_B2,17-07-21,05:02:00,17-07-21,05:21:00,41.0284,-70.8797,41.0208,-70.8799,46,41,NA,40.565,NA,55,10,8,1.81,1.81,1.57,1.57,29914,920061,55985,135923,310.2209218,Y,Y,29913,719704,745575,25871,310.2209218,Y,Y,Y,Y,Y,1.307616513,1.307616513,0.322350921,0.322350921,Was at the surface for several minutes while straightening out 20 um net (started descending at 05:08). Removed fish from 335 um cod end. 2nd ETOH change at 09:00 (local) on 19JUL.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN668,L3,21,EN668_L3_B21,21-07-21,03:20:00,21-07-21,03:32:00,40.8571,-70.8802,40.8558,-70.8722,54,49,NA,51,NA,59,12,10,1.63,1.63,0.92,0.92,29914,377526,187545,810018,176.444351,Y,Y,29913,163303,402015,238712,176.444351,Y,Y,Y,Y,Y,2.890429743,2.890429743,0.56675093,0.56675093,Ship speed 1 kt. Actual depth 50m.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN668,L4,5,EN668_L4_B5,17-07-21,13:47:00,17-07-21,14:12:00,40.6909,-70.8762,40.6773,-70.8705,65,60,NA,60.673,NA,106,12,14,1.8,1.8,1.46,1.46,29914,55985,2472,946486,405.9302553,Y,Y,29913,754575,799076,44501,405.9302553,Y,Y,Y,Y,Y,1.494665628,1.494665628,0.246347738,0.246347738,Centropages typicus - lots of em and blue. Strawberry squid removed and put in formalin 150um. Changed ETOH end time at 09:00 on 19JUL.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN668,L5,7,EN668_L5_B7,17-07-21,22:27:00,17-07-21,22:44:00,40.5145,-70.876,40.5061,-70.8706,76,71,NA,70.677,NA,107,10,10,1.73,1.73,1.95,1.95,29914,2473,49023,46550,365.5241274,Y,Y,29913,799079,841969,42890,336.7847438,Y,Y,Y,Y,Y,1.933579611,2.098580808,0.273579752,0.296925564,ETOH samples smelling rotten at ETOH change on 19JUL at 09:00 salps?,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L6,18,EN668_L6_B18,20-07-21,10:07:00,20-07-21,10:29:00,40.377,-70.8942,40.3901,-70.889,90,85,NA,81.238,NA,140,15,15,1.82,1.82,1.92,1.92,29914,324537,377526,52989,416.0850266,Y,Y,29913,111486,163303,51817,406.882142,Y,Y,Y,Y,Y,1.952437478,1.996597826,0.240335493,0.245771416,Depth 82m. Salpy but able to split. Change ETOH at 01:20 UTC on 21JUL.,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L7,17,EN668_L7_B17,20-07-21,07:12:00,20-07-21,07:32:00,40.2074,-70.9354,40.2047,-70.9485,130,125,NA,123.697,NA,158,20,20,1.66,1.66,2.02,2.02,29914,285514,324537,39023,306.4199361,Y,Y,29913,72128,111486,39358,309.0504534,Y,Y,Y,Y,Y,4.036845696,4.002485634,0.326349523,0.323571763,Max depths 124.5m. Change ETOH at 01:20 UTC on 21JUL.,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L8,15,EN668_L8_B15,19-07-21,15:57:00,19-07-21,16:25:00,40.1348,-70.7717,40.1254,-70.761,130,125,NA,128.508,NA,180,20,20,2.34,2.34,1.39,1.39,29914,236898,285514,48616,381.7469598,Y,Y,29913,24278,72128,47850,375.7321052,Y,Y,Y,Y,Y,3.366313646,3.420202805,0.261953625,0.266147073,"SBE turned off at deployment, unknown error. Held out at surface for 5 min while remedied. Wide wire angle. 129 m depth (boat depth increase during tow). Salpy tow. See cruisenote word doc for sampling notes.",3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L9,14,EN668_L9_B14,19-07-21,14:38:00,19-07-21,14:56:00,40.0957,-70.8737,40.0886,-70.8721,147,141,NA,140.488,NA,153,20,15,1.27,1.27,1.92,1.92,29914,200930,236898,35968,282.4311883,Y,Y,29913,989517,24278,34760,272.9456213,Y,Y,Y,Y,Y,4.97423818,5.147105836,0.354068545,0.366373344,Ship speed 2 kt. 1L formalin representative sample of 1/10 335um total volume 10 qt. See cruise notes for details on sub sampling. Sea save file misnamed en668L09B15.,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L10,8,EN668_L10_B8,18-07-21,08:24:00,18-07-21,09:01:30,39.909,-70.8957,39.8887,-70.8887,533,200,NA,196.617,NA,375,20,15,2.72,2.72,1.7,1.7,29914,49023,153215,104192,818.1458622,Y,Y,29913,841969,943875,101906,800.1955259,Y,Y,Y,Y,Y,2.403202278,2.457111964,0.122227594,0.124969457,11 calanus from 335. Lots of salps. Winds 15-20 kts. ETOH samples smelling bad salps?,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,L11,11,EN668_L11_B11,18-07-21,17:18:39,18-07-21,17:45:42,39.762,-70.8786,39.751,-70.8795,1578,200,NA,202.989,NA,255,20,20,1.52,1.52,1.76,1.76,29914,155215,200930,45715,358.9674648,Y,Y,29913,943875,989517,45642,358.3942476,Y,Y,Y,Y,Y,5.654802173,5.663846487,0.278576779,0.279022336,Ann sampling calanus from 335. Actual depth 204m. Ship speed 1.5-2. ETOH changed early due to salp presence and changed one more time.,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN668,MVCO,25,EN668_MVCO_B25,21-07-21,11:30:00,21-07-21,11:36:00,41.3132,-70.5751,41.3098,-70.5744,16,10,NA,16.093,NA,22,10,10,2.1,2.1,1.98,1.98,29914,402051,418711,16660,130.8191614,Y,Y,29913,187545,203941,16396,128.7461567,Y,Y,Y,Y,Y,1.230171469,1.249979061,0.764414012,0.776722215,NA,3,Target depth used for net max depth due to unavailable TDR data and wire information.
EN687,L1,1,EN687_L1_B1,29-07-22,19:51:25,29-07-22,19:58:47,41.1835,-70.8713,41.1804,-70.8717,21,15,17,17.13,35,20,10,10,1.26,1.26,1.56,1.56,29913,629690,635308,5618,44.11416859,Y,Y,29914,881600,887441,5841,45.86522939,Y,Y,Y,Y,Y,3.883106165,3.734855407,2.266845397,2.18030088,NA,1,NA
EN687,L2,2,EN687_L2_B2,30-07-22,03:50:30,30-07-22,04:08:00,41.0291,-70.8842,41.0211,-70.8843,47,40,40,40.31,30,50,10,10,0.79,0.79,1.99,1.99,29913,635314,651913,16599,130.3401717,Y,Y,29914,887442,904435,16993,133.4339742,Y,Y,Y,Y,Y,3.092676608,3.020969753,0.767223172,0.749434322,Tons of small salps. Used bucket and quart jar to take a 1/10 subsample instead of using splitter. Thalia democratica.,3,many salps in this cruise.
EN687,L3,22,EN687_L3_B22,02-08-22,21:42:11,02-08-22,21:48:29,40.858,-70.8712,40.8552,-70.8697,53,45,39,39.41,35,55,15,15,1.56,1.56,1.56,1.56,29913,923864,938613,14749,115.8134341,Y,Y,29914,183685,198843,15158,119.0250209,Y,Y,Y,Y,Y,3.402886748,3.311068521,0.863457688,0.840159483,NA,1,NA
EN687,L4,5,EN687_L4_B5,30-07-22,12:15:54,30-07-22,12:29:00,40.7065,-70.8874,40.7107,-70.8857,65,60,49,49.75,35,70,10,20,1.81,1.81,1.58,1.58,29913,651913,672856,20943,164.450522,Y,Y,29914,904435,926223,21788,171.0857076,Y,Y,Y,Y,Y,3.025226031,2.907899245,0.608085634,0.584502361,Salpy but splitable.,1,NA
EN687,L5,6,EN687_L5_B6,30-07-22,14:38:00,30-07-22,14:53:00,40.5201,-70.9002,40.5257,-70.9064,76,70,61,61.23,40,95,10,20,2.16,2.16,1.62,1.62,29913,672856,699562,26706,209.7032728,Y,Y,29914,926223,953555,27332,214.6188067,Y,Y,Y,Y,Y,2.919839981,2.852965262,0.476864279,0.465942391,NA,1,NA
EN687,L6,18,EN687_L6_B18,02-08-22,03:59:31,02-08-22,04:13:29,40.3563,-70.8747,40.3499,-70.8772,94,85,77,77.42,35,110,15,15,1.49,1.49,1.55,1.55,29913,873600,901085,27485,215.8202071,Y,Y,29914,132587,160624,28037,220.1546716,Y,Y,Y,Y,Y,3.58724519,3.516618542,0.463348642,0.45422611,"Spilled 1/2 of 150, used for SIA and taxa. Flounder/hake larvae, even mix of many taxa.",1,NA
EN687,L7,21,EN687_L7_B21,02-08-22,11:35:47,02-08-22,11:49:18,40.2274,-70.8696,40.2268,-70.8626,126,120,123,123.41,40,140,20,20,1.62,1.62,1.66,1.66,29913,901085,923846,22761,178.7259863,Y,Y,29914,160624,183888,23264,182.6756885,Y,Y,Y,Y,Y,6.904983574,6.755688236,0.559515726,0.547418219,Relatively low biomass.,1,NA
EN687,L8,16,EN687_L8_B16,01-08-22,13:59:37,01-08-22,14:14:45,40.1471,-70.7748,40.1522,-70.7769,134,130,133,133.91,35,160,20,20,1.8,1.8,1.6,1.6,29913,849395,873632,24237,190.3159673,Y,Y,29914,72005,132577,60572,245.7231146,Y,Y,Y,Y,Y,7.036193648,5.449629769,0.525441987,0.406962121,Programmed TDR for every 5 secs. Tow 15 min duration. Hit bottom.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN687,L9,13,EN687_L9_B13,01-08-22,08:26:47,01-08-22,08:41:09,40.0925,-70.8756,40.0908,-70.8656,150,140,132,132.74,40,185,20,20,1.93,1.93,1.7,1.7,29913,814395,849005,34610,271.7677777,Y,Y,29914,72005,107451,35446,278.3322926,Y,Y,Y,Y,Y,4.884317086,4.769119629,0.367961209,0.359282781,Nothing in 500 or 100 um size classes. Removed 2 jelly from 335 and 1 from 150. See cruise narrative for notes on TDR (2 min. interval).,1,NA
EN687,L10,7,EN687_L10_B7,31-07-22,07:25:29,31-07-22,07:55:01,39.9204,-70.9136,39.9264,-70.9346,494,200,160,159.84,45,300,20,20,1.58,1.58,1.46,1.46,29913,699562,763638,64076,503.1433725,Y,Y,29914,953555,19552,65996,518.2197704,Y,Y,Y,Y,Y,3.176828092,3.084405673,0.198750506,0.192968323,Removed 1 jelly from 150um net. Removed and preserved (EtOH) 1/2 from 335 and 2/2 went into NOAA jar. Labels incorrently say 220730 instead of 220731 for date.,1,NA
EN687,L11,10,EN687_L11_B10,31-07-22,16:53:19,31-07-22,17:25:00,39.7841,-70.8922,39.7742,-70.8837,1700,200,268,269.9,50,320,20,20,1.86,1.86,1.19,1.19,29913,763635,814394,50759,398.5744186,Y,Y,29914,19552,71999,52447,411.8290851,Y,Y,Y,Y,Y,6.771633789,6.553689619,0.250894175,0.242819178,NA,1,NA
EN687,MVCO,26,EN687_MVCO_B26,03-08-22,08:16:33,03-08-22,08:19:33,41.3169,-70.5769,41.3158,-70.5784,17,12,11.6,11.61,30,15,10,10,1.87,1.87,1.95,1.95,29913,938613,943784,5171,40.60419469,Y,Y,29914,198843,203829,4986,39.15152093,Y,Y,Y,Y,Y,2.859310494,2.965402039,2.462799737,2.554179189,NA,1,NA
EN695,L1,1,EN695_L1_B1,11-01-23,20:35:44,11-01-23,20:42:27,41.1951,-70.8842,41.1921,-70.884,21,17,20.8,20.8,30,16,10,10,1.49,1.49,1.98,1.98,29914,209845,214486,4641,36.44248067,Y,Y,29913,949381,954144,4763,37.40046013,Y,Y,Y,Y,Y,5.707624622,5.561428905,2.744050299,2.673763896,Bongo zerod when frame completely submerged.,1,NA
EN695,L2,11,EN695_L2_B11,13-01-23,10:46:29,13-01-23,10:51:10,41.0144,-70.8823,41.013,-70.8838,47,42,42,42,NA,50,20,20,1.27,1.27,1.63,1.63,29914,445953,458388,12435,97.64323361,Y,Y,29913,169804,179369,9565,75.10715959,Y,Y,Y,Y,Y,4.301373321,5.592010167,1.024136505,1.331430992,NA,1,NA
EN695,L3,10,EN695_L3_B10,13-01-23,07:25:00,13-01-23,07:29:44,40.8611,-70.8788,40.8597,-70.8779,54,50,48,48,30,52,20,20,1.25,1.25,1.11,1.11,29914,433826,445954,12128,95.2325804,Y,Y,29913,159577,169804,10227,80.30537597,Y,Y,Y,Y,Y,5.040291862,5.977183896,1.050060805,1.245246645,NA,1,NA
EN695,L4,9,EN695_L4_B9,13-01-23,04:44:21,13-01-23,04:49:13,40.6956,-70.8801,40.6942,-70.8782,60,65,54,54,40,65,20,20,1.94,1.94,1.9,1.9,29914,418065,433826,15761,123.7599521,Y,Y,29913,145720,159577,13857,108.8091908,Y,Y,Y,Y,Y,4.363285462,4.962816062,0.808015826,0.919040011,NA,1,NA
EN695,L5,8,EN695_L5_B8,13-01-23,02:22:47,13-01-23,02:31:31,40.5128,-70.8842,40.5121,-70.8816,77,72,78,78,40,81,20,20,1.15,1.15,1.56,1.56,29914,404554,418197,13643,107.1288007,Y,Y,29913,133484,145733,12249,96.18270756,Y,Y,Y,Y,Y,7.280955217,8.109565844,0.933455797,1.039687929,NA,1,NA
EN695,L6,2,EN695_L6_B2,12-01-23,04:04:56,12-01-23,04:22:00,40.3721,-70.888,40.3633,-70.8835,92,87,92,92,40,100,20,20,1.66,1.66,1.22,1.22,29914,214486,228914,14428,113.2928488,Y,Y,29913,954147,968304,14157,111.164878,Y,Y,Y,Y,Y,8.120547854,8.275995228,0.882668245,0.899564699,Lost all of 500-200um size fraction.,1,NA
EN695,L7,7,EN695_L7_B7,12-01-23,23:19:52,12-01-23,23:27:47,40.2592,-70.8735,40.2585,-70.8701,120,115,93,93,30,115,20,20,1.04,1.04,1.22,1.22,29914,381539,404545,23006,180.6497975,Y,Y,29913,112917,133459,20542,161.3017535,Y,Y,Y,Y,Y,5.14808216,5.765591383,0.553557222,0.619956063,"Ring net has small hole near cod end, noticed when pulled out net (during retrieval).",1,NA
EN695,L8,6,EN695_L8_B6,12-01-23,20:59:57,12-01-23,21:14:58,40.1513,-70.8692,40.1493,-70.8603,136,140,NA,147.447368,35,180,20,20,1.6,1.6,1.76,1.76,29914,356244,381531,25287,198.5608724,Y,Y,29913,88047,112871,24824,194.9252619,Y,Y,Y,Y,Y,7.42580178,7.564302675,0.503623895,0.513017138,"No TDR seaStarODI data, not started before cast.",3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN695,L9,3,EN695_L9_B3,12-01-23,07:33:54,12-01-23,07:46:12,40.0505,-70.879,40.0459,-70.8802,200,195,176,176,35,225,20,20,1.59,1.59,1.55,1.55,29914,228916,271208,42292,332.0890741,Y,Y,29913,968302,8636,40333,316.7064368,Y,Y,Y,Y,Y,5.299782912,5.55719681,0.301124029,0.315749819,Paused payout at 94m for about 2 min due to being under ship. 225 m payout.,1,NA
EN695,L10,4,EN695_L10_B4,12-01-23,10:20:16,12-01-23,10:35:30,39.944,-70.8826,39.9504,-70.8851,442,200,186,186,35,250,20,20,1.56,1.56,1.53,1.53,29914,271208,314131,42923,337.0438694,Y,Y,29913,8636,49198,40562,318.5046113,Y,Y,Y,Y,Y,5.518569447,5.839789861,0.296697282,0.313967197,"Spilled small amount of 335 net when removnig  cod end, <100ml.",1,NA
EN695,L11,5,EN695_L11_B5,12-01-23,13:12:01,12-01-23,13:16:06,39.7849,-70.8826,39.785,-70.8813,1461,200,224,224,50,280,20,20,1.19,1.19,1.5,1.5,29914,314131,356298,42167,331.1075377,Y,Y,29913,49198,88062,38864,305.1714219,Y,Y,Y,Y,Y,6.765173682,7.340136852,0.302016682,0.327684681,Centric diatoms.,1,NA
EN695,MVCO,16,EN695_MVCO_B16,14-01-23,21:08:06,14-01-23,21:12:17,41.3056,-70.5833,41.3055,-70.5856,20,20,14,14,40,20,15,15,1.63,1.63,0.95,0.95,29914,458406,463903,5497,43.16404143,Y,Y,29913,179355,184425,5070,39.81111334,Y,Y,Y,Y,Y,3.243440497,3.516605999,2.316743212,2.511861428,"During deployment cod end of ring net got tangled around wire, fixed before nets in water.",1,NA
EN706,L1,1,EN706_L1_B1,07-08-23,18:07:32,07-08-23,18:13:05,41.1975,-70.8675,41.1973,-70.8643,21,16,29,17.66,25,20,20,15,1.52,1.52,1.56,1.56,29914,529212,536947,7735,60.73746779,Y,Y,29913,487091,494523,7432,58.35822374,Y,Y,Y,Y,Y,2.907595697,3.026137341,1.64643018,1.713554553,"Small hole near cod end of 350um net. Cricket in sample? Very dark sample. Black pieces in net. TDR edpths need offset, deeper than they should be, deeper than ctd.",1,NA
EN706,L2,2,EN706_L2_B2,08-08-23,07:06:30,08-08-23,07:15:00,41.0281,-70.8737,41.0246,-70.8733,45,40,50,37.053,25,44,15,15,1.23,1.23,1.76,1.76,29914,537101,549001,11900,93.44225814,Y,Y,29913,494651,506118,11467,90.04221631,Y,Y,Y,Y,Y,3.965336534,4.115069744,1.070179617,1.110590166,TDR depths need offset.,1,NA
EN706,L3,20,EN706_L3_B20,11-08-23,21:12:03,11-08-23,21:23:19,40.8587,-70.8788,40.8558,-70.8853,55,50,62,50.048,50,99,30,17,2.11,2.11,1.65,1.65,29914,854823,883481,28658,225.030944,Y,Y,29913,796117,814869,18752,147.2461533,Y,Y,Y,Y,Y,2.224049684,3.398934293,0.444383329,0.679134889,Used CTD realtime data went to 50m. TDR depths need offset.,1,NA
EN706,L4,5,EN706_L4_B5,08-08-23,16:19:50,08-08-23,16:34:41,40.6858,-70.879,40.6809,-70.8838,66,60,75,63.56,25,66,15,15,2,2,1.87,1.87,29914,549143,569452,20309,159.4721698,Y,Y,29913,505348,523492,18144,142.4719606,Y,Y,Y,Y,Y,3.98564841,4.461228702,0.627068661,0.701892496,Check TDR file. TDR depths need offset.,1,NA
EN706,L5,6,EN706_L5_B6,08-08-23,21:21:10,08-08-23,21:35:10,40.502,-70.8836,40.4964,-70.8856,76,70,90,82.31,35,87,15,15,1.3,1.3,1.59,1.59,29914,580664,600691,20027,157.2578238,Y,Y,29913,534601,609321,74720,164.1762366,Y,Y,Y,Y,Y,5.234079805,5.013514849,0.635898409,0.609101549,TDR depth is wrong (bottom depth max 78m). Redid deployment to get flowmeter values.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN706,L6,19,EN706_L6_B19,11-08-23,09:25:34,11-08-23,09:38:40,40.3639,-70.8837,40.3639,-70.8921,93,88,100,88.636,40,100,15,15,1.17,1.17,1.44,1.44,29914,828710,854817,26107,204.9997507,Y,Y,29913,775194,796123,20929,164.34059,Y,Y,Y,Y,Y,4.323712575,5.393433236,0.487805471,0.6084924,Used CTD realtime data for bottom depth. CTD was left on and still recording data until 20:45 while CTD on deck. TDR depths need offset.,1,NA
EN706,L7,14,EN706_L7_B14,10-08-23,22:32:54,10-08-23,22:45:13,40.2561,-70.881,40.2527,-70.8766,122,116,133,120.555,32,134,30,20,1.28,1.28,1.26,1.26,29914,777037,796024,18987,149.0914416,Y,Y,29913,724086,743838,19752,155.0984439,Y,Y,Y,Y,Y,8.085977216,7.772805255,0.670729312,0.644751794,Lots of copepods. Calm conditions. Used CTD realtime data to get as close as possible to bottom. TDR depths need offset.,1,NA
EN706,L8,15,EN706_L8_B15,11-08-23,00:43:04,11-08-23,01:08:31,40.1347,-70.8703,40.1223,-70.8605,139,134,145,132.572,28,184,30,20,0.95,0.95,1.04,1.04,29914,796018,828703,32685,256.6521183,Y,N,29913,743836,775195,31359,246.2399809,Y,N,Y,Y,Y,5.165435645,5.383853568,0.389632475,0.406107894,DNA 335 and 150 um samples got mixed up so no sample for those. Used CTD realtime data for bottom depth but CTD stopped working on the way up. Lobster larvae phylosoma in 335um.,1,NA
EN706,L9,13,EN706_L9_B13,10-08-23,08:24:56,10-08-23,08:49:58,40.0442,-70.8897,40.0392,-70.8995,212,200,217,204.692,35,235,20,20,1.42,1.42,1.61,1.61,29914,734154,777035,42881,336.7140732,Y,Y,29913,683289,724074,40785,320.2556721,Y,Y,Y,Y,Y,6.079104388,6.391518334,0.296987884,0.31225052,CTD said depth down to 204m.,1,NA
EN706,L10,10,EN706_L10_B10,10-08-23,00:55:00,10-08-23,01:31:00,39.9265,-70.8941,39.9126,-70.9052,450,200,217,205.287,45,311,15,15,1.85,1.85,1.84,1.84,29914,657288,734168,76880,603.6841013,Y,Y,29913,609343,683289,73946,580.6454807,Y,Y,Y,Y,Y,3.400569926,3.535496388,0.16564955,0.172222127,CTD worked went down to 200m. Very salpy sample. Some myctophiids in sample.,1,NA
EN706,L11,9,EN706_L11_B9,09-08-23,18:53:18,09-08-23,19:23:35,39.7763,-70.8818,39.7763,-70.897,1522,200,213,202.05,35,270,15,20,1.42,1.42,1.29,1.29,29914,600701,657272,56571,444.2119315,Y,Y,29913,554992,609333,54341,426.7013235,Y,Y,Y,Y,Y,4.548504569,4.735162252,0.225117771,0.234355964,Ytubing on CTD got disconnected so CTD reading might be wrong. Removed sargassum from sample (small piece). TDR depth need offset. Removed boat pieces/chips from sample. Barely any sample in 100um size fraction SIA.,1,NA
EN706,MVCO,24,EN706_MVCO_B24,12-08-23,08:38:20,12-08-23,08:43:35,41.311,-70.5805,41.3092,-70.5793,19,14,29,17.02,45,19,10,8,1.42,1.42,1.57,1.57,29914,883481,896167,12686,99.61415855,Y,Y,29913,814860,819235,4375,34.35377138,Y,Y,Y,Y,Y,1.708592458,4.954332325,1.00387336,2.910888557,Using CTD to look at depth went down to 17m .,1,NA
EN712,L1,1,EN712_L1_B1,09-02-24,19:15:27,09-02-24,19:21:10,41.1914,-70.885,41.1897,-70.8832,22,17,15,15.8,35,20,20,6,1.61,1.61,1.39,1.39,29914,107390,118688,11298,88.7151792,Y,Y,29913,6548,7980,1432,83.02476478,Y,Y,Y,Y,Y,1.780980453,1.903046644,1.127202818,1.204459901,100um size fractions also includes >200 um forgot to pour through sieve before pouring into 100.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN712,L2,17,EN712_L2_B17,13-02-24,05:11:00,13-02-24,05:17:00,41.0265,-70.8869,41.0248,-70.8885,46,41,39,38.93,30,46,30,13,1.76,1.76,1.41,1.41,29914,366595,376412,9817,77.08593682,Y,Y,29913,128405,137368,8963,70.38008065,Y,Y,Y,Y,Y,5.050207808,5.531394628,1.297253483,1.42085657,"Removed large krill, chaetognaths, phytoplankton that would not fit in the 1000um SIA jar.",1,NA
EN712,L3,16,EN712_L3_B16,13-02-24,03:15:34,13-02-24,03:22:00,40.8644,-70.8915,40.8638,-70.895,55,50,NA,49.9682747,35,61,30,17,1.55,1.55,1.94,1.94,29914,352862,366588,13726,107.7805408,Y,Y,29913,115456,128411,12955,101.7264247,Y,Y,Y,Y,Y,4.636112822,4.912025055,0.927811266,0.983028749,TDR did not record. lots of chaetognaths and phytoplankton that wouldnt fit in size fraction jars.,3,Depth recorder (TDR) data not available. Net max depth was calculated based on wire information (cosine law).
EN712,L4,15,EN712_L4_B15,12-02-24,09:21:05,12-02-24,09:29:22,40.6946,-70.8936,40.6934,-70.8985,64,58,52,52.72,30,67,30,19,1.41,1.41,1.31,1.31,29914,340852,352860,12008,94.29030552,Y,Y,29913,103999,115459,11460,89.98725028,Y,Y,Y,Y,Y,5.591242886,5.858607729,1.060554417,1.111268537,NA,1,NA
EN712,L5,2,EN712_L5_B2,10-02-24,04:47:02,10-02-24,05:06:52,40.5101,-70.8823,40.5069,-70.8742,78,73,71,71.42,35,89,30,6,1.75,1.75,1.33,1.33,29914,118716,146202,27486,215.8280594,Y,Y,29913,7971,34389,26418,207.4418131,Y,Y,Y,Y,Y,3.309115607,3.442893163,0.463331785,0.48206289,100um size fractions also includes >200 um forgot to pour through sieve before pouring into 100.,1,NA
EN712,L6,5,EN712_L6_B5,10-02-24,10:17:29,10-02-24,10:30:00,40.3632,-70.8797,40.3605,-70.8775,95,90,90,92.2,35,109,20,18,1.41,1.41,1.41,1.41,29914,NA,NA,NA,NA,N,N,29913,NA,NA,NA,NA,N,N,N,N,N,NA,NA,NA,NA,"Hit bottom. Collected a lot of silty sediment, not processed.",3,hit bottom.
EN712,L7,6,EN712_L7_B6,10-02-24,12:30:24,10-02-24,12:44:05,40.2531,-70.88,40.2482,-70.8775,123,118,100,100.32,30,131,20,20,1.44,1.44,1.38,1.38,29914,165510,188580,23070,181.1523441,Y,Y,29913,45986,50766,4780,177.7433278,Y,Y,Y,Y,Y,5.537880311,5.644093719,0.552021562,0.562609023,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN712,L8,12,EN712_L8_B12,12-02-24,02:32:55,12-02-24,02:45:11,40.1604,-70.9072,40.1629,-70.9151,140,135,NA,135.0398603,25,149,30,20,1.38,1.38,1.05,1.05,29914,330924,340849,9925,152.7019414,Y,Y,29913,92969,104003,11034,152.7019414,Y,Y,Y,Y,Y,8.843362373,8.843362373,0.654870522,0.654870522,TDR did not record.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN712,L9,11,EN712_L9_B11,11-02-24,22:43:58,11-02-24,23:03:03,40.042,-70.9026,40.0452,-70.9122,213,200,207,207.38,40,261,30,20,1.88,1.88,1.41,1.41,29914,292968,330926,37958,298.0572466,Y,Y,29913,84583,92969,8386,323.6316547,Y,Y,Y,Y,Y,6.957723805,6.407902225,0.335506018,0.30899326,Accidentally collected the 100um size fraction from the 200 um sieve.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
